BusinessTravel,Department,EducationField,Gender,JobRole,MaritalStatus,MonthlyRate,DailyRate,HourlyRate
Travel_Rarely,Sales,Medical,Female,Sales Executive,Divorced,20115,1079,86
Travel_Rarely,Sales,Medical,Female,Sales Executive,Married,16495,735,75
Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Divorced,16031,471,62
Travel_Frequently,Research & Development,Other,Male,Laboratory Technician,Married,7102,1096,61
Travel_Frequently,Research & Development,Medical,Male,Healthcare Representative,Single,14511,1297,44
Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,10410,217,43
Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Married,19255,783,42
Travel_Frequently,Sales,Technical Degree,Male,Sales Representative,Single,10642,746,45
Non-Travel,Sales,Life Sciences,Female,Sales Executive,Married,3987,1251,32
Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Married,6073,1354,41
Travel_Frequently,Research & Development,Other,Male,Research Scientist,Married,26496,735,86
Travel_Rarely,Sales,Marketing,Female,Sales Executive,Single,23352,1475,84
Non-Travel,Research & Development,Technical Degree,Male,Research Scientist,Married,2125,1169,64
Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,20328,1443,89
Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married,12315,867,87
Travel_Frequently,Research & Development,Medical,Female,Research Scientist,Divorced,18115,1394,58
Travel_Rarely,Sales,Life Sciences,Female,Manager,Married,11761,605,72
Travel_Frequently,Research & Development,Life Sciences,Female,Research Scientist,Single,15318,238,47
Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Divorced,14293,1206,71
Travel_Frequently,Research & Development,Life Sciences,Male,Research Director,Married,13738,1064,42
Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,2900,419,77
Travel_Frequently,Human Resources,Human Resources,Female,Human Resources,Married,19555,1337,58
Travel_Rarely,Sales,Medical,Male,Sales Executive,Married,15975,682,71
Non-Travel,Research & Development,Medical,Male,Research Scientist,Single,2122,1103,49
Non-Travel,Research & Development,Medical,Male,Research Scientist,Divorced,3995,976,48
Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Married,9238,1351,66
Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,6770,937,32
Travel_Rarely,Sales,Medical,Male,Sales Executive,Divorced,22914,1239,39
Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Single,20006,157,95
Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married,6225,136,89
Non-Travel,Research & Development,Medical,Female,Healthcare Representative,Divorced,16542,1146,34
Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Married,5771,1125,48
Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Divorced,18779,1404,32
Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Single,11473,1404,59
Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,13586,1224,55
Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,5099,954,44
Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Single,10138,1373,56
Travel_Frequently,Sales,Marketing,Male,Sales Executive,Married,21075,754,63
Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,5843,1168,66
Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,22474,155,67
Travel_Frequently,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,18079,1303,36
Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married,16873,574,30
Travel_Frequently,Human Resources,Other,Male,Human Resources,Married,5224,1444,88
Travel_Rarely,Human Resources,Human Resources,Male,Manager,Married,25811,189,71
Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Divorced,17536,1276,59
Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,25098,119,77
Non-Travel,Research & Development,Life Sciences,Male,Research Scientist,Single,14811,335,37
Non-Travel,Research & Development,Medical,Female,Research Director,Married,26862,697,40
Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Single,25198,157,77
Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Single,14120,771,45
Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Single,13672,571,78
Travel_Frequently,Research & Development,Technical Degree,Female,Laboratory Technician,Married,26849,692,73
Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,4258,444,92
Travel_Rarely,Human Resources,Human Resources,Female,Human Resources,Married,19655,309,82
Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,4077,911,76
Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Divorced,7298,977,57
Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Single,13084,1180,84
Non-Travel,Research & Development,Medical,Male,Laboratory Technician,Divorced,20439,1313,59
Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,7636,1321,86
Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Married,6393,1154,54
Travel_Frequently,Research & Development,Life Sciences,Male,Manufacturing Director,Married,14284,508,72
Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Divorced,11189,557,35
Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,21412,642,76
Non-Travel,Research & Development,Medical,Female,Research Director,Married,17231,1162,98
Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,20232,1490,43
Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,17624,581,63
Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,18698,1395,48
Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Married,21653,501,95
Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Single,15919,267,49
Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,4060,543,83
Travel_Rarely,Sales,Medical,Male,Sales Representative,Married,18024,234,68
Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,5340,116,52
Travel_Rarely,Research & Development,Medical,Female,Research Director,Married,3376,201,99
Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,24032,801,48
Travel_Rarely,Research & Development,Life Sciences,Female,Research Director,Married,15471,161,42
Travel_Rarely,Sales,Other,Female,Sales Executive,Divorced,13684,1382,85
Non-Travel,Sales,Life Sciences,Male,Sales Representative,Divorced,19788,585,40
Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,13422,1037,42
Travel_Rarely,Sales,Medical,Male,Sales Representative,Single,25479,501,58
Non-Travel,Research & Development,Life Sciences,Male,Manager,Single,15302,105,87
Travel_Frequently,Sales,Marketing,Male,Sales Representative,Married,26956,638,33
Travel_Rarely,Sales,Medical,Female,Sales Executive,Married,12695,557,94
Travel_Frequently,Research & Development,Life Sciences,Female,Manufacturing Director,Divorced,9192,688,97
Non-Travel,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,26236,667,57
Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,26124,1092,36
Travel_Rarely,Research & Development,Life Sciences,Male,Manager,Married,17312,300,56
Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Married,3666,310,72
Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,5640,582,60
Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,8978,704,95
Non-Travel,Sales,Marketing,Male,Sales Executive,Divorced,10436,301,88
Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Divorced,12227,930,57
Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Single,11288,529,78
Travel_Rarely,Human Resources,Life Sciences,Female,Human Resources,Single,16642,1146,31
Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,5982,345,100
Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Divorced,14255,878,94
Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,14369,1120,100
Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,23333,374,50
Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,2725,1322,52
Travel_Frequently,Research & Development,Life Sciences,Male,Healthcare Representative,Married,24594,1199,80
Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,12549,1194,98
Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,8952,287,62
Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Married,23679,1378,46
Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Single,8489,468,73
Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,16586,410,39
Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,8828,722,60
Non-Travel,Research & Development,Medical,Male,Manufacturing Director,Single,3787,325,74
Travel_Rarely,Sales,Other,Female,Sales Representative,Single,21378,1167,30
Travel_Frequently,Research & Development,Medical,Male,Laboratory Technician,Married,12290,884,41
Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Married,21457,613,42
Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married,5174,155,87
Travel_Frequently,Sales,Medical,Male,Sales Executive,Married,13243,1023,63
Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,10228,628,82
